Notes,County,County Code,Year,Year Code,Births,Total Population,Birth Rate,Average Age of Mother,Average LMP Gestational Age
,"Shasta County, CA",6089,2017,2017,2008,179921,11.16,28.17,38.79
Total,"Shasta County, CA",6089,,,10355,897869,11.53,27.75,38.87
,"Solano County, CA",6095,2013,2013,5259,424788,12.38,28.65,38.93
,"Solano County, CA",6095,2014,2014,5253,431131,12.18,28.61,38.96
,"Solano County, CA",6095,2015,2015,5131,436092,11.77,28.95,38.94
,"Solano County, CA",6095,2016,2016,5259,440207,11.95,29.34,38.88
,"Solano County, CA",6095,2017,2017,5131,445458,11.52,29.43,38.85
Total,"Solano County, CA",6095,,,26033,2177676,11.95,28.99,38.91
,"Sonoma County, CA",6097,2013,2013,4983,495025,10.07,29.65,38.93
,"Sonoma County, CA",6097,2014,2014,5070,500292,10.13,29.83,38.96
,"Sonoma County, CA",6097,2015,2015,5015,502146,9.99,30.2,38.94
,"Sonoma County, CA",6097,2016,2016,4962,503070,9.86,30.24,38.98
,"Sonoma County, CA",6097,2017,2017,4642,504217,9.21,30.48,38.98
Total,"Sonoma County, CA",6097,,,24672,2504750,9.85,30.07,38.96
,"Stanislaus County, CA",6099,2013,2013,7579,525491,14.42,27.53,38.85
,"Stanislaus County, CA",6099,2014,2014,7511,531997,14.12,27.74,38.84
,"Stanislaus County, CA",6099,2015,2015,7698,538388,14.3,28.01,38.81
,"Stanislaus County, CA",6099,2016,2016,7862,541560,14.52,28.12,38.82
,"Stanislaus County, CA",6099,2017,2017,7441,547899,13.58,28.35,38.77
Total,"Stanislaus County, CA",6099,,,38091,2685335,14.18,27.95,38.82
,"Tulare County, CA",6107,2013,2013,7653,454143,16.85,26.86,38.66
,"Tulare County, CA",6107,2014,2014,7640,458198,16.67,27.09,38.69
,"Tulare County, CA",6107,2015,2015,7411,459863,16.12,27.32,38.61
,"Tulare County, CA",6107,2016,2016,7146,460437,15.52,27.49,38.69
,"Tulare County, CA",6107,2017,2017,7130,464493,15.35,27.64,38.67
Total,"Tulare County, CA",6107,,,36980,2297134,16.1,27.27,38.66
,"Ventura County, CA",6111,2013,2013,10446,839620,12.44,28.98,38.77
,"Ventura County, CA",6111,2014,2014,10468,846178,12.37,29.15,38.75
,"Ventura County, CA",6111,2015,2015,10060,850536,11.83,29.54,38.77
,"Ventura County, CA",6111,2016,2016,9592,849738,11.29,29.62,38.76
,"Ventura County, CA",6111,2017,2017,9318,854223,10.91,29.9,38.76
Total,"Ventura County, CA",6111,,,49884,4240295,11.76,29.42,38.76
,"Yolo County, CA",6113,2013,2013,2491,204593,12.18,29.35,38.99
,"Yolo County, CA",6113,2014,2014,2394,207590,11.53,29.58,39.08
,"Yolo County, CA",6113,2015,2015,2402,213016,11.28,29.66,38.99
,"Yolo County, CA",6113,2016,2016,2423,215802,11.23,29.96,38.99
,"Yolo County, CA",6113,2017,2017,2272,219116,10.37,30.03,38.95
Total,"Yolo County, CA",6113,,,11982,1060117,11.3,29.71,39
,"Unidentified Counties, CA",6999,2013,2013,10280,922596,11.14,27.57,38.99
,"Unidentified Counties, CA",6999,2014,2014,10367,924260,11.22,27.82,38.97
,"Unidentified Counties, CA",6999,2015,2015,10439,925582,11.28,28.02,38.95
,"Unidentified Counties, CA",6999,2016,2016,10512,927268,11.34,28.18,38.89
,"Unidentified Counties, CA",6999,2017,2017,10254,935114,10.97,28.32,38.84
Total,"Unidentified Counties, CA",6999,,,51852,4634820,11.19,27.98,38.93
,"Adams County, CO",8001,2013,2013,6529,469193,13.92,27.94,38.76
,"Adams County, CO",8001,2014,2014,6861,480718,14.27,28.15,38.75
,"Adams County, CO",8001,2015,2015,6761,491337,13.76,28.19,38.68
,"Adams County, CO",8001,2016,2016,6672,498187,13.39,28.49,38.77
,"Adams County, CO",8001,2017,2017,6610,503167,13.14,28.69,38.72
Total,"Adams County, CO",8001,,,33433,2442602,13.69,28.29,38.74
,"Arapahoe County, CO",8005,2013,2013,7677,607070,12.65,28.98,38.65
,"Arapahoe County, CO",8005,2014,2014,7619,618821,12.31,29.23,38.68
,"Arapahoe County, CO",8005,2015,2015,7960,631096,12.61,29.37,38.65
,"Arapahoe County, CO",8005,2016,2016,7910,637068,12.42,29.59,38.65
,"Arapahoe County, CO",8005,2017,2017,7574,643052,11.78,29.72,38.61
Total,"Arapahoe County, CO",8005,,,38740,3137107,12.35,29.38,38.65
,"Boulder County, CO",8013,2013,2013,2916,310048,9.4,30.89,38.91
,"Boulder County, CO",8013,2014,2014,2865,313333,9.14,31.02,38.85
,"Boulder County, CO",8013,2015,2015,2900,319372,9.08,31.11,38.88
,"Boulder County, CO",8013,2016,2016,2729,322226,8.47,31.16,38.77
,"Boulder County, CO",8013,2017,2017,2627,322514,8.15,31.37,38.91
Total,"Boulder County, CO",8013,,,14037,1587493,8.84,31.1,38.86
,"Denver County, CO",8031,2013,2013,10005,649495,15.4,29.48,38.79
,"Denver County, CO",8031,2014,2014,10014,663862,15.08,29.62,38.79
,"Denver County, CO",8031,2015,2015,10056,682545,14.73,29.82,38.74
,"Denver County, CO",8031,2016,2016,10006,693060,14.44,29.89,38.71
,"Denver County, CO",8031,2017,2017,9594,704621,13.62,30.16,38.75
Total,"Denver County, CO",8031,,,49675,3393583,14.64,29.79,38.76
,"Douglas County, CO",8035,2013,2013,3469,305963,11.34,31.15,38.72
,"Douglas County, CO",8035,2014,2014,3467,314638,11.02,31.09,38.71
,"Douglas County, CO",8035,2015,2015,3382,322387,10.49,31.35,38.6
,"Douglas County, CO",8035,2016,2016,3488,328632,10.61,31.32,38.61
,"Douglas County, CO",8035,2017,2017,3368,335299,10.04,31.46,38.56
Total,"Douglas County, CO",8035,,,17174,1606919,10.69,31.27,38.64
,"El Paso County, CO",8041,2013,2013,9138,655044,13.95,27.7,38.53
,"El Paso County, CO",8041,2014,2014,9397,663519,14.16,27.73,38.65
,"El Paso County, CO",8041,2015,2015,9458,674471,14.02,28.02,38.61
,"El Paso County, CO",8041,2016,2016,9490,688284,13.79,28.13,38.65
,"El Paso County, CO",8041,2017,2017,9493,699232,13.58,28.25,38.53
Total,"El Paso County, CO",8041,,,46976,3380550,13.9,27.97,38.59
,"Jefferson County, CO",8059,2013,2013,5825,551798,10.56,29.73,38.72
,"Jefferson County, CO",8059,2014,2014,5828,558503,10.44,29.97,38.76
,"Jefferson County, CO",8059,2015,2015,5882,565524,10.4,30.08,38.77
,"Jefferson County, CO",8059,2016,2016,6104,571837,10.67,30.39,38.83
,"Jefferson County, CO",8059,2017,2017,5819,574613,10.13,30.61,38.79
Total,"Jefferson County, CO",8059,,,29458,2822275,10.44,30.16,38.77
,"Larimer County, CO",8069,2013,2013,3373,315988,10.67,29.17,38.86
,"Larimer County, CO",8069,2014,2014,3462,324122,10.68,29.17,38.79
,"Larimer County, CO",8069,2015,2015,3485,333577,10.45,29.47,38.65
,"Larimer County, CO",8069,2016,2016,3375,339993,9.93,30,38.75
,"Larimer County, CO",8069,2017,2017,3313,343976,9.63,29.87,38.57
Total,"Larimer County, CO",8069,,,17008,1657656,10.26,29.53,38.73
,"Mesa County, CO",8077,2013,2013,1809,147554,12.26,26.72,38.78
,"Mesa County, CO",8077,2014,2014,1767,148255,11.92,27.1,38.9
,"Mesa County, CO",8077,2015,2015,1739,148513,11.71,27.31,38.92
,"Mesa County, CO",8077,2016,2016,1770,150083,11.79,27.52,38.88
,"Mesa County, CO",8077,2017,2017,1624,151616,10.71,27.85,38.83
Total,"Mesa County, CO",8077,,,8709,746021,11.67,27.29,38.86
,"Pueblo County, CO",8101,2013,2013,1856,161451,11.5,26.29,38.64
,"Pueblo County, CO",8101,2014,2014,1938,161875,11.97,26.7,38.56
,"Pueblo County, CO",8101,2015,2015,1794,163591,10.97,26.85,38.57
,"Pueblo County, CO",8101,2016,2016,1883,165123,11.4,27.1,38.48
,"Pueblo County, CO",8101,2017,2017,1776,166475,10.67,27.14,38.37
Total,"Pueblo County, CO",8101,,,9247,818515,11.3,26.81,38.53
,"Weld County, CO",8123,2013,2013,3919,269785,14.53,27.76,38.76
,"Weld County, CO",8123,2014,2014,3901,277670,14.05,27.82,38.73
,"Weld County, CO",8123,2015,2015,4339,285174,15.22,27.89,38.76
,"Weld County, CO",8123,2016,2016,4306,294932,14.6,28.17,38.73
,"Weld County, CO",8123,2017,2017,4250,304633,13.95,28.22,38.72
Total,"Weld County, CO",8123,,,20715,1432194,14.46,27.98,38.74
,"Unidentified Counties, CO",8999,2013,2013,8491,824978,10.29,28.07,38.75
,"Unidentified Counties, CO",8999,2014,2014,8711,830550,10.49,28.41,38.71
,"Unidentified Counties, CO",8999,2015,2015,8825,838987,10.52,28.46,38.75
,"Unidentified Counties, CO",8999,2016,2016,8880,851120,10.43,28.68,38.73
,"Unidentified Counties, CO",8999,2017,2017,8334,857956,9.71,28.75,38.69
Total,"Unidentified Counties, CO",8999,,,43241,4203591,10.29,28.47,38.73
,"Fairfield County, CT",9001,2013,2013,10052,939904,10.69,30.87,38.77
,"Fairfield County, CT",9001,2014,2014,10225,945438,10.82,31.04,38.87
,"Fairfield County, CT",9001,2015,2015,10118,948053,10.67,31.09,38.8
,"Fairfield County, CT",9001,2016,2016,10064,944177,10.66,31.3,38.76
,"Fairfield County, CT",9001,2017,2017,9904,949921,10.43,31.44,38.77
Total,"Fairfield County, CT",9001,,,50363,4727493,10.65,31.15,38.79
,"Hartford County, CT",9003,2013,2013,9315,898272,10.37,29.22,38.68
,"Hartford County, CT",9003,2014,2014,9496,897985,10.57,29.37,38.66
,"Hartford County, CT",9003,2015,2015,9252,895841,10.33,29.59,38.67
,"Hartford County, CT",9003,2016,2016,9442,892389,10.58,29.8,38.57
,"Hartford County, CT",9003,2017,2017,9204,895388,10.28,29.99,38.61
Total,"Hartford County, CT",9003,,,46709,4479875,10.43,29.59,38.64
,"Litchfield County, CT",9005,2013,2013,1424,186924,7.62,29.98,38.92
,"Litchfield County, CT",9005,2014,2014,1408,184993,7.61,29.95,39
,"Litchfield County, CT",9005,2015,2015,1445,183603,7.87,30.11,38.91
,"Litchfield County, CT",9005,2016,2016,1422,182571,7.79,30.37,38.81
,"Litchfield County, CT",9005,2017,2017,1402,182177,7.7,30.25,38.9
Total,"Litchfield County, CT",9005,,,7101,920268,7.72,30.13,38.91
,"Middlesex County, CT",9007,2013,2013,1372,165562,8.29,30.39,38.9
,"Middlesex County, CT",9007,2014,2014,1379,164943,8.36,30.66,38.89
,"Middlesex County, CT",9007,2015,2015,1330,164063,8.11,30.88,38.9
,"Middlesex County, CT",9007,2016,2016,1277,163329,7.82,31.22,38.86
,"Middlesex County, CT",9007,2017,2017,1255,163410,7.68,31.42,38.9
Total,"Middlesex County, CT",9007,,,6613,821307,8.05,30.9,38.89
,"New Haven County, CT",9009,2013,2013,8977,862287,10.41,29.05,38.76
,"New Haven County, CT",9009,2014,2014,8757,861277,10.17,29.18,38.85
,"New Haven County, CT",9009,2015,2015,8773,859470,10.21,29.57,38.8
,"New Haven County, CT",9009,2016,2016,8886,856875,10.37,29.76,38.82
,"New Haven County, CT",9009,2017,2017,8641,860435,10.04,29.85,38.8
Total,"New Haven County, CT",9009,,,44034,4300344,10.24,29.48,38.8
,"New London County, CT",9011,2013,2013,2661,274150,9.71,28.73,38.91
,"New London County, CT",9011,2014,2014,2738,273676,10,29.01,38.87
,"New London County, CT",9011,2015,2015,2604,271863,9.58,28.88,38.87
,"New London County, CT",9011,2016,2016,2647,269801,9.81,29.54,38.79
,"New London County, CT",9011,2017,2017,2603,269033,9.68,29.45,38.85
Total,"New London County, CT",9011,,,13253,1358523,9.76,29.12,38.86
,"Tolland County, CT",9013,2013,2013,1086,151377,7.17,30.31,38.89
,"Tolland County, CT",9013,2014,2014,1173,151367,7.75,30.34,38.95
,"Tolland County, CT",9013,2015,2015,1127,151420,7.44,30.6,38.94
,"Tolland County, CT",9013,2016,2016,1175,151118,7.78,30.82,38.8
,"Tolland County, CT",9013,2017,2017,1139,151461,7.52,30.7,38.85
Total,"Tolland County, CT",9013,,,5700,756743,7.53,30.56,38.88
,"Windham County, CT",9015,2013,2013,1198,117604,10.19,27.95,38.82
,"Windham County, CT",9015,2014,2014,1109,116998,9.48,28.32,38.66
,"Windham County, CT",9015,2015,2015,1097,116573,9.41,28.37,38.62
,"Windham County, CT",9015,2016,2016,1102,116192,9.48,28.43,38.73
,"Windham County, CT",9015,2017,2017,1073,116359,9.22,28.72,38.68
Total,"Windham County, CT",9015,,,5579,583726,9.56,28.35,38.71
,"Kent County, DE",10001,2013,2013,2124,169416,12.54,27.47,38.84
,"Kent County, DE",10001,2014,2014,2160,171987,12.56,27.39,38.64
,"Kent County, DE",10001,2015,2015,2186,173533,12.6,27.87,38.57
,"Kent County, DE",10001,2016,2016,2190,174827,12.53,27.7,38.68
,"Kent County, DE",10001,2017,2017,2121,176824,11.99,28.01,38.67
Total,"Kent County, DE",10001,,,10781,866587,12.44,27.69,38.68
,"New Castle County, DE",10003,2013,2013,6506,549684,11.84,28.67,38.53
,"New Castle County, DE",10003,2014,2014,6540,552778,11.83,29.04,38.56
,"New Castle County, DE",10003,2015,2015,6663,556779,11.97,29.19,38.42
,"New Castle County, DE",10003,2016,2016,6501,556987,11.67,29.29,38.46
,"New Castle County, DE",10003,2017,2017,6431,559793,11.49,29.34,38.56
Total,"New Castle County, DE",10003,,,32641,2776021,11.76,29.1,38.51
,"Sussex County, DE",10005,2013,2013,2201,206649,10.65,27.24,38.93
,"Sussex County, DE",10005,2014,2014,2272,210849,10.78,27.66,38.65
,"Sussex County, DE",10005,2015,2015,2317,215622,10.75,27.9,38.69
,"Sussex County, DE",10005,2016,2016,2301,220251,10.45,28.05,38.6
,"Sussex County, DE",10005,2017,2017,2303,225322,10.22,28.04,38.51
Total,"Sussex County, DE",10005,,,11394,1078693,10.56,27.79,38.67
,"District of Columbia, DC",11001,2013,2013,9288,646449,14.37,29.54,38.62
,"District of Columbia, DC",11001,2014,2014,9509,658893,14.43,29.73,38.66
,"District of Columbia, DC",11001,2015,2015,9578,672228,14.25,30.02,38.63
,"District of Columbia, DC",11001,2016,2016,9858,681170,14.47,30.24,38.62
,"District of Columbia, DC",11001,2017,2017,9560,693972,13.78,30.41,38.49
Total,"District of Columbia, DC",11001,,,47793,3352712,14.26,29.99,38.6
,"Alachua County, FL",12001,2013,2013,2826,253451,11.15,28.23,38.67
,"Alachua County, FL",12001,2014,2014,2918,256380,11.38,28.44,38.67
,"Alachua County, FL",12001,2015,2015,2886,259964,11.1,28.74,38.64
,"Alachua County, FL",12001,2016,2016,2862,263496,10.86,29,38.53
,"Alachua County, FL",12001,2017,2017,2824,266944,10.58,28.93,38.5
Total,"Alachua County, FL",12001,,,14316,1300235,11.01,28.67,38.6
,"Bay County, FL",12005,2013,2013,2241,174987,12.81,26.71,38.33
,"Bay County, FL",12005,2014,2014,2327,178985,13,26.87,38.54
,"Bay County, FL",12005,2015,2015,2396,181635,13.19,27.3,38.61
,"Bay County, FL",12005,2016,2016,2343,183974,12.74,27.34,38.56
,"Bay County, FL",12005,2017,2017,2315,183563,12.61,27.71,38.68
Total,"Bay County, FL",12005,,,11622,903144,12.87,27.19,38.55
,"Brevard County, FL",12009,2013,2013,5086,550823,9.23,27.77,38.78
,"Brevard County, FL",12009,2014,2014,5264,556885,9.45,28.21,38.81
,"Brevard County, FL",12009,2015,2015,5246,568088,9.23,28.14,38.87
,"Brevard County, FL",12009,2016,2016,5273,579130,9.11,28.51,38.8
,"Brevard County, FL",12009,2017,2017,5201,589162,8.83,28.57,38.71
Total,"Brevard County, FL",12009,,,26070,2844088,9.17,28.24,38.8
,"Broward County, FL",12011,2013,2013,21563,1838844,11.73,29.45,38.41
,"Broward County, FL",12011,2014,2014,22219,1869235,11.89,29.57,38.4
,"Broward County, FL",12011,2015,2015,22311,1896425,11.76,29.81,38.41
,"Broward County, FL",12011,2016,2016,22563,1909632,11.82,30.02,38.39
,"Broward County, FL",12011,2017,2017,22322,1935878,11.53,30.16,38.41
Total,"Broward County, FL",12011,,,110978,9450014,11.74,29.81,38.4
,"Charlotte County, FL",12015,2013,2013,1024,164736,6.22,27.16,38.55
,"Charlotte County, FL",12015,2014,2014,1007,168474,5.98,27.11,38.5
,"Charlotte County, FL",12015,2015,2015,1031,173115,5.96,27.41,38.53
,"Charlotte County, FL",12015,2016,2016,1037,178465,5.81,27.64,38.29
,"Charlotte County, FL",12015,2017,2017,1060,182033,5.82,27.59,38.46
Total,"Charlotte County, FL",12015,,,5159,866823,5.95,27.39,38.47
,"Citrus County, FL",12017,2013,2013,1022,139271,7.34,26.08,38.77
,"Citrus County, FL",12017,2014,2014,1016,139377,7.29,26.14,38.74
,"Citrus County, FL",12017,2015,2015,1017,141058,7.21,26.56,38.57
,"Citrus County, FL",12017,2016,2016,1064,143621,7.41,26.83,38.72
,"Citrus County, FL",12017,2017,2017,1108,145647,7.61,26.62,38.67
Total,"Citrus County, FL",12017,,,5227,708974,7.37,26.45,38.7
,"Clay County, FL",12019,2013,2013,2091,196399,10.65,27.64,38.55
,"Clay County, FL",12019,2014,2014,2083,199798,10.43,27.65,38.49
,"Clay County, FL",12019,2015,2015,2228,203967,10.92,27.75,38.58
,"Clay County, FL",12019,2016,2016,2209,208311,10.6,27.96,38.61
,"Clay County, FL",12019,2017,2017,2197,212230,10.35,28.41,38.48
Total,"Clay County, FL",12019,,,10808,1020705,10.59,27.89,38.54
,"Collier County, FL",12021,2013,2013,3156,339642,9.29,28.58,38.65
,"Collier County, FL",12021,2014,2014,3289,348777,9.43,28.97,38.62
,"Collier County, FL",12021,2015,2015,3256,357305,9.11,28.96,38.66
,"Collier County, FL",12021,2016,2016,3322,365136,9.1,29.11,38.63
,"Collier County, FL",12021,2017,2017,3182,372880,8.53,29.32,38.44
Total,"Collier County, FL",12021,,,16205,1783740,9.08,28.99,38.6
,"Duval County, FL",12031,2013,2013,12578,885855,14.2,27.7,38.59
,"Duval County, FL",12031,2014,2014,12520,897698,13.95,27.7,38.59
,"Duval County, FL",12031,2015,2015,13039,913010,14.28,27.99,38.53
,"Duval County, FL",12031,2016,2016,13292,926255,14.35,28.14,38.5
,"Duval County, FL",12031,2017,2017,13182,937934,14.05,28.29,38.45
Total,"Duval County, FL",12031,,,64611,4560752,14.17,27.97,38.53
,"Escambia County, FL",12033,2013,2013,3811,305817,12.46,26.54,38.36
,"Escambia County, FL",12033,2014,2014,3882,310659,12.5,26.85,38.33
,"Escambia County, FL",12033,2015,2015,3902,311003,12.55,27.09,38.39
,"Escambia County, FL",12033,2016,2016,3967,315187,12.59,27.33,38.45
,"Escambia County, FL",12033,2017,2017,3954,313512,12.61,27.38,38.35
Total,"Escambia County, FL",12033,,,19516,1556178,12.54,27.04,38.38
,"Hernando County, FL",12053,2013,2013,1488,174441,8.53,27.1,38.72
,"Hernando County, FL",12053,2014,2014,1489,175855,8.47,27.34,38.7
,"Hernando County, FL",12053,2015,2015,1601,178439,8.97,27.51,38.88
,"Hernando County, FL",12053,2016,2016,1585,182835,8.67,27.32,38.76
,"Hernando County, FL",12053,2017,2017,1552,186553,8.32,27.66,38.76
Total,"Hernando County, FL",12053,,,7715,898123,8.59,27.39,38.77
,"Hillsborough County, FL",12057,2013,2013,16625,1291578,12.87,27.97,38.6
,"Hillsborough County, FL",12057,2014,2014,16855,1316298,12.8,28.2,38.69
,"Hillsborough County, FL",12057,2015,2015,17568,1349050,13.02,28.4,38.69
,"Hillsborough County, FL",12057,2016,2016,17325,1376238,12.59,28.69,38.64
,"Hillsborough County, FL",12057,2017,2017,17416,1408566,12.36,28.76,38.58
Total,"Hillsborough County, FL",12057,,,85789,6741730,12.73,28.41,38.64
,"Indian River County, FL",12061,2013,2013,1220,141994,8.59,27.92,38.81
,"Indian River County, FL",12061,2014,2014,1283,144755,8.86,27.86,38.86
,"Indian River County, FL",12061,2015,2015,1246,147919,8.42,28.11,38.76
,"Indian River County, FL",12061,2016,2016,1245,151563,8.21,28.17,38.65
,"Indian River County, FL",12061,2017,2017,1277,154383,8.27,28.7,38.6
Total,"Indian River County, FL",12061,,,6271,740614,8.47,28.15,38.74
,"Lake County, FL",12069,2013,2013,3080,308034,10,27.42,38.55
,"Lake County, FL",12069,2014,2014,3166,315690,10.03,27.39,38.49
,"Lake County, FL",12069,2015,2015,3184,325875,9.77,27.69,38.51
,"Lake County, FL",12069,2016,2016,3269,335396,9.75,27.91,38.51
,"Lake County, FL",12069,2017,2017,3265,346017,9.44,28.15,38.52
Total,"Lake County, FL",12069,,,15964,1631012,9.79,27.72,38.51
,"Lee County, FL",12071,2013,2013,6404,661115,9.69,27.97,38.44
,"Lee County, FL",12071,2014,2014,6354,679513,9.35,28.08,38.59
,"Lee County, FL",12071,2015,2015,6777,701982,9.65,28.16,38.68
,"Lee County, FL",12071,2016,2016,6750,722336,9.34,28.3,38.49
,"Lee County, FL",12071,2017,2017,6681,739224,9.04,28.47,38.54
Total,"Lee County, FL",12071,,,32966,3504170,9.41,28.2,38.55
,"Leon County, FL",12073,2013,2013,3010,281845,10.68,28.09,38.5
,"Leon County, FL",12073,2014,2014,3088,283988,10.87,28.17,38.57
,"Leon County, FL",12073,2015,2015,3047,286272,10.64,28.46,38.65
,"Leon County, FL",12073,2016,2016,2989,287822,10.38,28.49,38.69
,"Leon County, FL",12073,2017,2017,3132,290292,10.79,28.54,38.57
Total,"Leon County, FL",12073,,,15266,1430219,10.67,28.35,38.6
,"Manatee County, FL",12081,2013,2013,3378,342106,9.87,27.62,38.77
,"Manatee County, FL",12081,2014,2014,3545,351746,10.08,27.64,38.82
,"Manatee County, FL",12081,2015,2015,3469,363369,9.55,27.94,38.78
,"Manatee County, FL",12081,2016,2016,3445,375888,9.16,28.23,38.67
,"Manatee County, FL",12081,2017,2017,3476,385571,9.02,28.23,38.71
Total,"Manatee County, FL",12081,,,17313,1818680,9.52,27.93,38.75
,"Marion County, FL",12083,2013,2013,3340,337362,9.9,26.57,38.74
,"Marion County, FL",12083,2014,2014,3418,339167,10.08,26.86,38.56
,"Marion County, FL",12083,2015,2015,3584,343254,10.44,26.95,38.7
,"Marion County, FL",12083,2016,2016,3472,349020,9.95,27,38.6
,"Marion County, FL",12083,2017,2017,3496,354353,9.87,27.28,38.6
Total,"Marion County, FL",12083,,,17310,1723156,10.05,26.94,38.64
,"Martin County, FL",12085,2013,2013,1176,151263,7.77,28.43,38.64
,"Martin County, FL",12085,2014,2014,1262,153392,8.23,28.61,38.94
,"Martin County, FL",12085,2015,2015,1262,156283,8.08,29.02,38.85
,"Martin County, FL",12085,2016,2016,1273,158701,8.02,29.17,38.81
,"Martin County, FL",12085,2017,2017,1271,159923,7.95,28.92,38.98
Total,"Martin County, FL",12085,,,6244,779562,8.01,28.83,38.85
,"Miami-Dade County, FL",12086,2013,2013,31189,2617176,11.92,29.12,38.17
,"Miami-Dade County, FL",12086,2014,2014,32011,2662874,12.02,29.37,38.44
,"Miami-Dade County, FL",12086,2015,2015,32438,2693117,12.04,29.59,38.42
