ID,State,State Code,Year,Year Code,Month,Month Code,Births,Average Age of Mother,Average LMP Gestational Age
1631,Nebraska,31,2013,2013,November,11,2168,28.14,38.69
1632,Nebraska,31,2013,2013,December,12,2150,28.12,38.62
1633,Nebraska,31,2014,2014,January,1,2076,27.95,38.6
1634,Nebraska,31,2014,2014,February,2,1965,28.08,38.71
1635,Nebraska,31,2014,2014,March,3,2205,27.99,38.72
1636,Nebraska,31,2014,2014,April,4,2235,28.38,38.73
1637,Nebraska,31,2014,2014,May,5,2346,28.59,38.69
1638,Nebraska,31,2014,2014,June,6,2219,28.37,38.69
1639,Nebraska,31,2014,2014,July,7,2382,28.28,38.7
1640,Nebraska,31,2014,2014,August,8,2413,28.15,38.73
1641,Nebraska,31,2014,2014,September,9,2302,28.25,38.68
1642,Nebraska,31,2014,2014,October,10,2397,28.4,38.57
1643,Nebraska,31,2014,2014,November,11,2086,28.15,38.66
1644,Nebraska,31,2014,2014,December,12,2168,28.39,38.66
1645,Nebraska,31,2015,2015,January,1,2158,28.23,38.64
1646,Nebraska,31,2015,2015,February,2,1988,28.25,38.65
1647,Nebraska,31,2015,2015,March,3,2247,28.27,38.47
1648,Nebraska,31,2015,2015,April,4,2217,28.31,38.71
1649,Nebraska,31,2015,2015,May,5,2271,28.28,38.61
1650,Nebraska,31,2015,2015,June,6,2240,28.47,38.69
1651,Nebraska,31,2015,2015,July,7,2385,28.33,38.64
1652,Nebraska,31,2015,2015,August,8,2378,28.43,38.6
1653,Nebraska,31,2015,2015,September,9,2286,28.38,38.7
1654,Nebraska,31,2015,2015,October,10,2212,28.62,38.67
1655,Nebraska,31,2015,2015,November,11,2054,28.72,38.53
1656,Nebraska,31,2015,2015,December,12,2243,28.36,38.64
1657,Nebraska,31,2016,2016,January,1,2069,28.36,38.57
1658,Nebraska,31,2016,2016,February,2,2021,28.47,38.63
1659,Nebraska,31,2016,2016,March,3,2249,28.46,38.66
1660,Nebraska,31,2016,2016,April,4,2223,28.69,38.67
1661,Nebraska,31,2016,2016,May,5,2268,28.75,38.58
1662,Nebraska,31,2016,2016,June,6,2176,28.71,38.72
1663,Nebraska,31,2016,2016,July,7,2309,28.6,38.56
1664,Nebraska,31,2016,2016,August,8,2367,28.6,38.66
1665,Nebraska,31,2016,2016,September,9,2366,28.49,38.68
1666,Nebraska,31,2016,2016,October,10,2242,28.75,38.62
1667,Nebraska,31,2016,2016,November,11,2169,28.77,38.6
1668,Nebraska,31,2016,2016,December,12,2130,28.67,38.54
1669,Nebraska,31,2017,2017,January,1,2047,28.56,38.54
1670,Nebraska,31,2017,2017,February,2,1892,28.36,38.51
1671,Nebraska,31,2017,2017,March,3,2133,28.63,38.61
1672,Nebraska,31,2017,2017,April,4,2097,28.43,38.66
1673,Nebraska,31,2017,2017,May,5,2210,28.62,38.69
1674,Nebraska,31,2017,2017,June,6,2323,28.75,38.61
1675,Nebraska,31,2017,2017,July,7,2178,28.6,38.79
1676,Nebraska,31,2017,2017,August,8,2343,28.72,38.57
1677,Nebraska,31,2017,2017,September,9,2172,28.67,38.67
1678,Nebraska,31,2017,2017,October,10,2242,28.43,38.61
1679,Nebraska,31,2017,2017,November,11,2052,28.78,38.64
1680,Nebraska,31,2017,2017,December,12,2132,28.8,38.58
1681,Nevada,32,2013,2013,January,1,2931,27.84,38.64
1682,Nevada,32,2013,2013,February,2,2556,27.86,38.63
1683,Nevada,32,2013,2013,March,3,2911,27.71,38.55
1684,Nevada,32,2013,2013,April,4,2773,28.05,38.6
1685,Nevada,32,2013,2013,May,5,2862,28.23,38.45
1686,Nevada,32,2013,2013,June,6,2942,27.98,38.51
1687,Nevada,32,2013,2013,July,7,3196,27.83,38.58
1688,Nevada,32,2013,2013,August,8,3156,27.86,38.78
1689,Nevada,32,2013,2013,September,9,3037,27.94,38.68
1690,Nevada,32,2013,2013,October,10,2944,28.09,38.77
1691,Nevada,32,2013,2013,November,11,2778,27.99,38.68
1692,Nevada,32,2013,2013,December,12,2944,28.14,38.62
1693,Nevada,32,2014,2014,January,1,2929,28.12,38.65
1694,Nevada,32,2014,2014,February,2,2675,28.1,38.74
1695,Nevada,32,2014,2014,March,3,2889,27.88,38.61
1696,Nevada,32,2014,2014,April,4,2813,28.04,38.61
1697,Nevada,32,2014,2014,May,5,3003,28.13,38.52
1698,Nevada,32,2014,2014,June,6,2861,28.18,38.63
1699,Nevada,32,2014,2014,July,7,3239,27.96,38.61
1700,Nevada,32,2014,2014,August,8,3178,27.89,38.65
1701,Nevada,32,2014,2014,September,9,3149,28.17,38.62
1702,Nevada,32,2014,2014,October,10,3064,28.33,38.49
1703,Nevada,32,2014,2014,November,11,2958,28.14,38.58
1704,Nevada,32,2014,2014,December,12,3103,28.26,38.62
1705,Nevada,32,2015,2015,January,1,3109,27.82,38.79
1706,Nevada,32,2015,2015,February,2,2599,28.1,38.69
1707,Nevada,32,2015,2015,March,3,3002,28.13,38.57
1708,Nevada,32,2015,2015,April,4,2864,28.22,38.56
1709,Nevada,32,2015,2015,May,5,2981,28.1,38.6
1710,Nevada,32,2015,2015,June,6,2984,28.22,38.6
1711,Nevada,32,2015,2015,July,7,3185,28.3,38.64
1712,Nevada,32,2015,2015,August,8,3304,28.23,38.6
1713,Nevada,32,2015,2015,September,9,3147,28.11,38.75
1714,Nevada,32,2015,2015,October,10,3117,28.5,38.6
1715,Nevada,32,2015,2015,November,11,2948,28.39,38.58
1716,Nevada,32,2015,2015,December,12,3058,28.41,38.69
1717,Nevada,32,2016,2016,January,1,2910,28.23,38.7
1718,Nevada,32,2016,2016,February,2,2824,28.39,38.64
1719,Nevada,32,2016,2016,March,3,2919,28.22,38.54
1720,Nevada,32,2016,2016,April,4,2873,28.38,38.57
1721,Nevada,32,2016,2016,May,5,2979,28.48,38.53
1722,Nevada,32,2016,2016,June,6,3078,28.43,38.6
1723,Nevada,32,2016,2016,July,7,3150,28.29,38.59
1724,Nevada,32,2016,2016,August,8,3295,28.41,38.65
1725,Nevada,32,2016,2016,September,9,3256,28.4,38.73
1726,Nevada,32,2016,2016,October,10,3052,28.47,38.54
1727,Nevada,32,2016,2016,November,11,2904,28.64,38.68
1728,Nevada,32,2016,2016,December,12,3020,28.55,38.61
1729,Nevada,32,2017,2017,January,1,2986,28.21,38.5
1730,Nevada,32,2017,2017,February,2,2668,28.18,38.52
1731,Nevada,32,2017,2017,March,3,2873,28.4,38.55
1732,Nevada,32,2017,2017,April,4,2768,28.47,38.5
1733,Nevada,32,2017,2017,May,5,3025,28.7,38.58
1734,Nevada,32,2017,2017,June,6,3058,28.57,38.56
1735,Nevada,32,2017,2017,July,7,3102,28.58,38.5
1736,Nevada,32,2017,2017,August,8,3148,28.57,38.73
1737,Nevada,32,2017,2017,September,9,3162,28.52,38.66
1738,Nevada,32,2017,2017,October,10,3085,28.82,38.55
1739,Nevada,32,2017,2017,November,11,2948,28.74,38.58
1740,Nevada,32,2017,2017,December,12,2933,28.38,38.68
1741,New Hampshire,33,2013,2013,January,1,953,28.78,38.99
1742,New Hampshire,33,2013,2013,February,2,951,29.22,38.96
1743,New Hampshire,33,2013,2013,March,3,990,28.97,38.82
1744,New Hampshire,33,2013,2013,April,4,1084,29.21,39
1745,New Hampshire,33,2013,2013,May,5,1102,29.16,39
1746,New Hampshire,33,2013,2013,June,6,1103,29.13,39.03
1747,New Hampshire,33,2013,2013,July,7,1102,29.35,39.06
1748,New Hampshire,33,2013,2013,August,8,1095,28.79,39.07
1749,New Hampshire,33,2013,2013,September,9,1015,29.01,39.06
1750,New Hampshire,33,2013,2013,October,10,1054,28.98,39.06
1751,New Hampshire,33,2013,2013,November,11,955,29.21,39.02
1752,New Hampshire,33,2013,2013,December,12,992,29.23,38.91
1753,New Hampshire,33,2014,2014,January,1,972,29.14,38.89
1754,New Hampshire,33,2014,2014,February,2,886,28.83,39.01
1755,New Hampshire,33,2014,2014,March,3,949,29.25,39.1
1756,New Hampshire,33,2014,2014,April,4,1001,29.17,39.02
1757,New Hampshire,33,2014,2014,May,5,1098,29.29,38.89
1758,New Hampshire,33,2014,2014,June,6,1098,28.78,39.17
1759,New Hampshire,33,2014,2014,July,7,1132,29.16,39.15
1760,New Hampshire,33,2014,2014,August,8,1154,29.5,38.95
1761,New Hampshire,33,2014,2014,September,9,1039,29.07,39.02
1762,New Hampshire,33,2014,2014,October,10,1009,29.07,39.07
1763,New Hampshire,33,2014,2014,November,11,972,29.03,38.97
1764,New Hampshire,33,2014,2014,December,12,992,29.09,38.9
1765,New Hampshire,33,2015,2015,January,1,1003,29.32,38.81
1766,New Hampshire,33,2015,2015,February,2,859,29.86,38.9
1767,New Hampshire,33,2015,2015,March,3,1015,29.37,39.01
1768,New Hampshire,33,2015,2015,April,4,1068,29.21,39.1
1769,New Hampshire,33,2015,2015,May,5,1047,29.08,39.15
1770,New Hampshire,33,2015,2015,June,6,1087,29.45,39.06
1771,New Hampshire,33,2015,2015,July,7,1125,29.34,39.08
1772,New Hampshire,33,2015,2015,August,8,1182,29.47,39.01
1773,New Hampshire,33,2015,2015,September,9,1079,29.47,39
1774,New Hampshire,33,2015,2015,October,10,1031,29.4,39.09
1775,New Hampshire,33,2015,2015,November,11,1009,29.4,38.94
1776,New Hampshire,33,2015,2015,December,12,928,29.32,39.03
1777,New Hampshire,33,2016,2016,January,1,972,28.98,38.97
1778,New Hampshire,33,2016,2016,February,2,940,29.62,38.99
1779,New Hampshire,33,2016,2016,March,3,1017,29.55,39.02
1780,New Hampshire,33,2016,2016,April,4,1054,29.62,39.11
1781,New Hampshire,33,2016,2016,May,5,996,29.72,39.04
1782,New Hampshire,33,2016,2016,June,6,1055,29.42,38.95
1783,New Hampshire,33,2016,2016,July,7,1090,29.47,39.1
1784,New Hampshire,33,2016,2016,August,8,1114,29.56,38.99
1785,New Hampshire,33,2016,2016,September,9,1145,29.86,39.12
1786,New Hampshire,33,2016,2016,October,10,1015,29.47,39.12
1787,New Hampshire,33,2016,2016,November,11,948,29.48,39.02
1788,New Hampshire,33,2016,2016,December,12,921,29.78,38.93
1789,New Hampshire,33,2017,2017,January,1,931,29.33,38.98
1790,New Hampshire,33,2017,2017,February,2,895,29.47,38.83
1791,New Hampshire,33,2017,2017,March,3,963,29.61,38.96
1792,New Hampshire,33,2017,2017,April,4,992,29.57,39.02
1793,New Hampshire,33,2017,2017,May,5,1086,30.06,39.07
1794,New Hampshire,33,2017,2017,June,6,1108,29.46,38.99
1795,New Hampshire,33,2017,2017,July,7,1093,29.44,39.02
1796,New Hampshire,33,2017,2017,August,8,1088,29.71,39
1797,New Hampshire,33,2017,2017,September,9,1054,29.66,38.97
1798,New Hampshire,33,2017,2017,October,10,1025,29.81,39.01
1799,New Hampshire,33,2017,2017,November,11,962,29.57,38.93
1800,New Hampshire,33,2017,2017,December,12,919,29.7,38.92
1801,New Jersey,34,2013,2013,January,1,8392,29.86,38.64
1802,New Jersey,34,2013,2013,February,2,7534,29.73,38.69
1803,New Jersey,34,2013,2013,March,3,8292,29.78,38.69
1804,New Jersey,34,2013,2013,April,4,8287,29.88,38.69
1805,New Jersey,34,2013,2013,May,5,8795,29.91,38.68
1806,New Jersey,34,2013,2013,June,6,8491,29.88,38.66
1807,New Jersey,34,2013,2013,July,7,9342,29.93,38.68
1808,New Jersey,34,2013,2013,August,8,9183,29.79,38.71
1809,New Jersey,34,2013,2013,September,9,8695,29.99,38.75
1810,New Jersey,34,2013,2013,October,10,8783,30.01,38.67
1811,New Jersey,34,2013,2013,November,11,8261,29.92,38.66
1812,New Jersey,34,2013,2013,December,12,8520,29.89,38.66
1813,New Jersey,34,2014,2014,January,1,8525,29.96,38.77
1814,New Jersey,34,2014,2014,February,2,7688,29.96,38.71
1815,New Jersey,34,2014,2014,March,3,8363,29.94,38.66
1816,New Jersey,34,2014,2014,April,4,8358,30.08,38.68
1817,New Jersey,34,2014,2014,May,5,8953,30.11,38.71
1818,New Jersey,34,2014,2014,June,6,8641,30.06,38.68
1819,New Jersey,34,2014,2014,July,7,9327,30.12,38.73
1820,New Jersey,34,2014,2014,August,8,9133,30.01,38.74
1821,New Jersey,34,2014,2014,September,9,9038,30.01,38.78
1822,New Jersey,34,2014,2014,October,10,8726,30.17,38.66
1823,New Jersey,34,2014,2014,November,11,8004,30.2,38.66
1824,New Jersey,34,2014,2014,December,12,8549,29.99,38.67
1825,New Jersey,34,2015,2015,January,1,8472,30.07,38.66
1826,New Jersey,34,2015,2015,February,2,7623,30.09,38.75
1827,New Jersey,34,2015,2015,March,3,8290,30.09,38.61
1828,New Jersey,34,2015,2015,April,4,8362,30.22,38.7
1829,New Jersey,34,2015,2015,May,5,8775,30.19,38.67
1830,New Jersey,34,2015,2015,June,6,8788,30.15,38.6
1831,New Jersey,34,2015,2015,July,7,9315,30.21,38.59
1832,New Jersey,34,2015,2015,August,8,9234,30.17,38.73
1833,New Jersey,34,2015,2015,September,9,9060,30.22,38.72
1834,New Jersey,34,2015,2015,October,10,8605,30.39,38.66
1835,New Jersey,34,2015,2015,November,11,8155,30.21,38.74
1836,New Jersey,34,2015,2015,December,12,8448,30.26,38.62
1837,New Jersey,34,2016,2016,January,1,8180,30.16,38.61
1838,New Jersey,34,2016,2016,February,2,7920,30.15,38.66
1839,New Jersey,34,2016,2016,March,3,8505,30.33,38.66
1840,New Jersey,34,2016,2016,April,4,8118,30.38,38.64
1841,New Jersey,34,2016,2016,May,5,8704,30.38,38.66
1842,New Jersey,34,2016,2016,June,6,8766,30.38,38.65
1843,New Jersey,34,2016,2016,July,7,9137,30.34,38.67
1844,New Jersey,34,2016,2016,August,8,9006,30.47,38.74
1845,New Jersey,34,2016,2016,September,9,8862,30.4,38.75
1846,New Jersey,34,2016,2016,October,10,8540,30.32,38.7
1847,New Jersey,34,2016,2016,November,11,8352,30.34,38.67
1848,New Jersey,34,2016,2016,December,12,8557,30.31,38.66
1849,New Jersey,34,2017,2017,January,1,8020,30.46,38.68
1850,New Jersey,34,2017,2017,February,2,7509,30.32,38.66
1851,New Jersey,34,2017,2017,March,3,8496,30.31,38.64
1852,New Jersey,34,2017,2017,April,4,7782,30.49,38.68
1853,New Jersey,34,2017,2017,May,5,8531,30.57,38.57
1854,New Jersey,34,2017,2017,June,6,8652,30.63,38.6
1855,New Jersey,34,2017,2017,July,7,8920,30.58,38.63
1856,New Jersey,34,2017,2017,August,8,9175,30.46,38.71
1857,New Jersey,34,2017,2017,September,9,8735,30.4,38.73
1858,New Jersey,34,2017,2017,October,10,8640,30.4,38.7
1859,New Jersey,34,2017,2017,November,11,8502,30.57,38.68
1860,New Jersey,34,2017,2017,December,12,8288,30.46,38.68
1861,New Mexico,35,2013,2013,January,1,2183,26.37,38.73
1862,New Mexico,35,2013,2013,February,2,1994,26.45,38.62
1863,New Mexico,35,2013,2013,March,3,2114,26.47,38.69
1864,New Mexico,35,2013,2013,April,4,2075,26.57,38.76
1865,New Mexico,35,2013,2013,May,5,2245,26.7,38.59
1866,New Mexico,35,2013,2013,June,6,2147,26.66,38.53
1867,New Mexico,35,2013,2013,July,7,2328,26.58,38.69
1868,New Mexico,35,2013,2013,August,8,2387,26.74,38.73
1869,New Mexico,35,2013,2013,September,9,2345,26.62,38.67
1870,New Mexico,35,2013,2013,October,10,2248,26.84,38.56
1871,New Mexico,35,2013,2013,November,11,2021,26.55,38.69
1872,New Mexico,35,2013,2013,December,12,2267,26.68,38.7
1873,New Mexico,35,2014,2014,January,1,2247,26.62,38.65
1874,New Mexico,35,2014,2014,February,2,1960,26.6,38.66
1875,New Mexico,35,2014,2014,March,3,2146,26.84,38.63
1876,New Mexico,35,2014,2014,April,4,2096,26.66,38.8
1877,New Mexico,35,2014,2014,May,5,2206,26.98,38.64
1878,New Mexico,35,2014,2014,June,6,2100,26.61,38.53
1879,New Mexico,35,2014,2014,July,7,2254,26.87,38.71
1880,New Mexico,35,2014,2014,August,8,2277,27.08,38.79
1881,New Mexico,35,2014,2014,September,9,2343,27.12,38.78
1882,New Mexico,35,2014,2014,October,10,2163,27.17,38.71
1883,New Mexico,35,2014,2014,November,11,2065,27.03,38.61
1884,New Mexico,35,2014,2014,December,12,2195,27.05,38.7
1885,New Mexico,35,2015,2015,January,1,2100,26.59,38.7
1886,New Mexico,35,2015,2015,February,2,2004,26.9,38.61
1887,New Mexico,35,2015,2015,March,3,2216,27.01,38.61
1888,New Mexico,35,2015,2015,April,4,2117,27.2,38.62
1889,New Mexico,35,2015,2015,May,5,2148,27.26,38.63
1890,New Mexico,35,2015,2015,June,6,2165,27.26,38.72
1891,New Mexico,35,2015,2015,July,7,2222,27.16,38.58
1892,New Mexico,35,2015,2015,August,8,2315,26.9,38.75
1893,New Mexico,35,2015,2015,September,9,2123,27.23,38.65
1894,New Mexico,35,2015,2015,October,10,2174,27.24,38.65
1895,New Mexico,35,2015,2015,November,11,2011,27.09,38.67
1896,New Mexico,35,2015,2015,December,12,2221,27.24,38.63
1897,New Mexico,35,2016,2016,January,1,2063,27.3,38.61
1898,New Mexico,35,2016,2016,February,2,1987,27.25,38.61
1899,New Mexico,35,2016,2016,March,3,2053,27.38,38.55
1900,New Mexico,35,2016,2016,April,4,1945,27.41,38.49
1901,New Mexico,35,2016,2016,May,5,2023,27.18,38.56
1902,New Mexico,35,2016,2016,June,6,2070,27.54,38.64
1903,New Mexico,35,2016,2016,July,7,2149,27.43,38.67
1904,New Mexico,35,2016,2016,August,8,2230,27.3,38.56
1905,New Mexico,35,2016,2016,September,9,2130,27.5,38.65
1906,New Mexico,35,2016,2016,October,10,2090,27.5,38.55
1907,New Mexico,35,2016,2016,November,11,1976,27.26,38.66
1908,New Mexico,35,2016,2016,December,12,1976,27.36,38.45
1909,New Mexico,35,2017,2017,January,1,1990,27.47,38.57
1910,New Mexico,35,2017,2017,February,2,1838,27.42,38.59
1911,New Mexico,35,2017,2017,March,3,2046,27.25,38.48
1912,New Mexico,35,2017,2017,April,4,1828,27.59,38.52
1913,New Mexico,35,2017,2017,May,5,1954,27.49,38.54
1914,New Mexico,35,2017,2017,June,6,1960,27.5,38.51
1915,New Mexico,35,2017,2017,July,7,2123,27.4,38.51
1916,New Mexico,35,2017,2017,August,8,2166,27.52,38.56
1917,New Mexico,35,2017,2017,September,9,2097,27.74,38.53
1918,New Mexico,35,2017,2017,October,10,2005,27.67,38.64
1919,New Mexico,35,2017,2017,November,11,1877,27.7,38.65
1920,New Mexico,35,2017,2017,December,12,1883,27.49,38.66
1921,New York,36,2013,2013,January,1,19876,29.31,38.73
1922,New York,36,2013,2013,February,2,17738,29.32,38.79
1923,New York,36,2013,2013,March,3,19232,29.35,38.74
1924,New York,36,2013,2013,April,4,19044,29.39,38.8
1925,New York,36,2013,2013,May,5,20112,29.46,38.74
1926,New York,36,2013,2013,June,6,19852,29.47,38.74
1927,New York,36,2013,2013,July,7,21023,29.43,38.77
1928,New York,36,2013,2013,August,8,20853,29.41,38.79
1929,New York,36,2013,2013,September,9,20201,29.45,38.81
1930,New York,36,2013,2013,October,10,20323,29.47,38.78
1931,New York,36,2013,2013,November,11,18917,29.51,38.79
1932,New York,36,2013,2013,December,12,19809,29.48,38.79
1933,New York,36,2014,2014,January,1,19469,29.54,38.75
1934,New York,36,2014,2014,February,2,17658,29.53,38.76
1935,New York,36,2014,2014,March,3,19489,29.47,38.72
1936,New York,36,2014,2014,April,4,18790,29.59,38.8
1937,New York,36,2014,2014,May,5,20479,29.67,38.73
1938,New York,36,2014,2014,June,6,20002,29.64,38.72
1939,New York,36,2014,2014,July,7,21553,29.67,38.84
1940,New York,36,2014,2014,August,8,21275,29.53,38.81
1941,New York,36,2014,2014,September,9,20953,29.51,38.83
1942,New York,36,2014,2014,October,10,20324,29.65,38.82
1943,New York,36,2014,2014,November,11,18778,29.61,38.76
1944,New York,36,2014,2014,December,12,20003,29.6,38.8
1945,New York,36,2015,2015,January,1,19079,29.64,38.82
1946,New York,36,2015,2015,February,2,17736,29.64,38.78
1947,New York,36,2015,2015,March,3,19719,29.6,38.79
1948,New York,36,2015,2015,April,4,19334,29.77,38.82
1949,New York,36,2015,2015,May,5,20359,29.83,38.75
1950,New York,36,2015,2015,June,6,20224,29.79,38.78
1951,New York,36,2015,2015,July,7,21075,29.81,38.8
1952,New York,36,2015,2015,August,8,20777,29.76,38.8
1953,New York,36,2015,2015,September,9,20440,29.68,38.81
1954,New York,36,2015,2015,October,10,20255,29.86,38.79
1955,New York,36,2015,2015,November,11,18670,29.88,38.8
1956,New York,36,2015,2015,December,12,19606,29.79,38.72
1957,New York,36,2016,2016,January,1,19131,29.78,38.82
1958,New York,36,2016,2016,February,2,18190,29.82,38.78
1959,New York,36,2016,2016,March,3,19086,29.91,38.76
1960,New York,36,2016,2016,April,4,19073,29.95,38.77
1961,New York,36,2016,2016,May,5,19891,30.02,38.81
1962,New York,36,2016,2016,June,6,19591,29.98,38.77
1963,New York,36,2016,2016,July,7,20547,29.95,38.82
1964,New York,36,2016,2016,August,8,21163,29.98,38.83
1965,New York,36,2016,2016,September,9,20068,29.9,38.87
1966,New York,36,2016,2016,October,10,19542,29.94,38.78
1967,New York,36,2016,2016,November,11,18680,30.03,38.78
1968,New York,36,2016,2016,December,12,19321,29.89,38.71
1969,New York,36,2017,2017,January,1,18577,30.06,38.77
1970,New York,36,2017,2017,February,2,17235,30,38.79
1971,New York,36,2017,2017,March,3,19007,30.05,38.74
1972,New York,36,2017,2017,April,4,18288,30.09,38.74
1973,New York,36,2017,2017,May,5,19249,30.07,38.72
1974,New York,36,2017,2017,June,6,19498,30.15,38.71
1975,New York,36,2017,2017,July,7,20266,30.09,38.69
1976,New York,36,2017,2017,August,8,20511,30.16,38.77
1977,New York,36,2017,2017,September,9,19843,30.06,38.77
1978,New York,36,2017,2017,October,10,19657,30.14,38.74
1979,New York,36,2017,2017,November,11,18981,30.26,38.74
1980,New York,36,2017,2017,December,12,18625,30.16,38.74
1981,North Carolina,37,2013,2013,January,1,9950,27.5,38.83
1982,North Carolina,37,2013,2013,February,2,8918,27.66,38.68
1983,North Carolina,37,2013,2013,March,3,9540,27.69,38.72
1984,North Carolina,37,2013,2013,April,4,9463,27.71,38.76
1985,North Carolina,37,2013,2013,May,5,9826,27.93,38.74
1986,North Carolina,37,2013,2013,June,6,9576,27.76,38.76
1987,North Carolina,37,2013,2013,July,7,10302,27.64,38.75
1988,North Carolina,37,2013,2013,August,8,10794,27.66,38.86
1989,North Carolina,37,2013,2013,September,9,10203,27.69,38.8
1990,North Carolina,37,2013,2013,October,10,10460,27.87,38.8
1991,North Carolina,37,2013,2013,November,11,9690,27.72,38.79
1992,North Carolina,37,2013,2013,December,12,10280,27.68,38.83
1993,North Carolina,37,2014,2014,January,1,10042,27.69,38.8
1994,North Carolina,37,2014,2014,February,2,9227,27.8,38.71
1995,North Carolina,37,2014,2014,March,3,9654,27.85,38.72
1996,North Carolina,37,2014,2014,April,4,9764,27.95,38.85
1997,North Carolina,37,2014,2014,May,5,9884,27.98,38.83
1998,North Carolina,37,2014,2014,June,6,9844,27.87,38.83
1999,North Carolina,37,2014,2014,July,7,10710,28,38.91
2000,North Carolina,37,2014,2014,August,8,10791,27.84,38.84
2001,North Carolina,37,2014,2014,September,9,10386,27.94,38.88
2002,North Carolina,37,2014,2014,October,10,10487,28.04,38.76
2003,North Carolina,37,2014,2014,November,11,9810,27.95,38.71
2004,North Carolina,37,2014,2014,December,12,10376,27.92,38.74
2005,North Carolina,37,2015,2015,January,1,10102,27.88,38.7
2006,North Carolina,37,2015,2015,February,2,9018,27.92,38.72
2007,North Carolina,37,2015,2015,March,3,9828,28.02,38.68
2008,North Carolina,37,2015,2015,April,4,9575,28.06,38.69
2009,North Carolina,37,2015,2015,May,5,9831,28.09,38.63
2010,North Carolina,37,2015,2015,June,6,9887,28.18,38.65
2011,North Carolina,37,2015,2015,July,7,10738,28.03,38.72
2012,North Carolina,37,2015,2015,August,8,10714,28.12,38.74
2013,North Carolina,37,2015,2015,September,9,10588,28,38.73
2014,North Carolina,37,2015,2015,October,10,10422,28.25,38.72
2015,North Carolina,37,2015,2015,November,11,9843,28.11,38.73
2016,North Carolina,37,2015,2015,December,12,10297,28.09,38.77
2017,North Carolina,37,2016,2016,January,1,9765,28.2,38.65
2018,North Carolina,37,2016,2016,February,2,9391,28.18,38.68
2019,North Carolina,37,2016,2016,March,3,9809,28.17,38.69
2020,North Carolina,37,2016,2016,April,4,9324,28.27,38.66
2021,North Carolina,37,2016,2016,May,5,9982,28.29,38.67
2022,North Carolina,37,2016,2016,June,6,10184,28.38,38.71
2023,North Carolina,37,2016,2016,July,7,10557,28.21,38.66
2024,North Carolina,37,2016,2016,August,8,11009,28.36,38.75
2025,North Carolina,37,2016,2016,September,9,10636,28.23,38.76
2026,North Carolina,37,2016,2016,October,10,10182,28.49,38.73
2027,North Carolina,37,2016,2016,November,11,9885,28.24,38.71
2028,North Carolina,37,2016,2016,December,12,10055,28.32,38.67
2029,North Carolina,37,2017,2017,January,1,9670,28.2,38.65
2030,North Carolina,37,2017,2017,February,2,8935,28.27,38.69
2031,North Carolina,37,2017,2017,March,3,9869,28.34,38.68
2032,North Carolina,37,2017,2017,April,4,9145,28.45,38.67
2033,North Carolina,37,2017,2017,May,5,9802,28.4,38.6
2034,North Carolina,37,2017,2017,June,6,10042,28.42,38.68
2035,North Carolina,37,2017,2017,July,7,10421,28.27,38.68
2036,North Carolina,37,2017,2017,August,8,11199,28.37,38.72
2037,North Carolina,37,2017,2017,September,9,10682,28.36,38.73
2038,North Carolina,37,2017,2017,October,10,10255,28.37,38.7
2039,North Carolina,37,2017,2017,November,11,10112,28.42,38.63
2040,North Carolina,37,2017,2017,December,12,9993,28.49,38.65
2041,North Dakota,38,2013,2013,January,1,848,27.36,38.71
2042,North Dakota,38,2013,2013,February,2,776,27.07,38.65
2043,North Dakota,38,2013,2013,March,3,861,27.79,38.94
2044,North Dakota,38,2013,2013,April,4,867,27.4,38.66
2045,North Dakota,38,2013,2013,May,5,894,27.97,38.77
2046,North Dakota,38,2013,2013,June,6,867,27.92,38.72
2047,North Dakota,38,2013,2013,July,7,989,27.96,38.82
2048,North Dakota,38,2013,2013,August,8,925,27.33,38.97
2049,North Dakota,38,2013,2013,September,9,933,27.77,38.85
2050,North Dakota,38,2013,2013,October,10,912,27.65,38.67
2051,North Dakota,38,2013,2013,November,11,835,27.64,38.85
2052,North Dakota,38,2013,2013,December,12,892,27.88,38.82
2053,North Dakota,38,2014,2014,January,1,934,27.82,38.78
2054,North Dakota,38,2014,2014,February,2,841,27.8,38.69
2055,North Dakota,38,2014,2014,March,3,885,27.77,38.64
2056,North Dakota,38,2014,2014,April,4,973,28.01,38.64
2057,North Dakota,38,2014,2014,May,5,986,27.71,38.79
2058,North Dakota,38,2014,2014,June,6,875,27.54,38.86
2059,North Dakota,38,2014,2014,July,7,1068,27.75,38.85
2060,North Dakota,38,2014,2014,August,8,991,27.83,38.78
2061,North Dakota,38,2014,2014,September,9,1013,27.7,38.87
2062,North Dakota,38,2014,2014,October,10,930,27.82,38.93
2063,North Dakota,38,2014,2014,November,11,901,27.98,38.79
2064,North Dakota,38,2014,2014,December,12,962,28.01,38.81
2065,North Dakota,38,2015,2015,January,1,895,27.73,38.69
2066,North Dakota,38,2015,2015,February,2,815,27.89,38.76
2067,North Dakota,38,2015,2015,March,3,903,27.72,38.84
2068,North Dakota,38,2015,2015,April,4,974,28.1,38.79
2069,North Dakota,38,2015,2015,May,5,1004,27.77,38.74
2070,North Dakota,38,2015,2015,June,6,952,27.81,38.74
2071,North Dakota,38,2015,2015,July,7,993,28.21,38.95
2072,North Dakota,38,2015,2015,August,8,1007,27.78,38.89
2073,North Dakota,38,2015,2015,September,9,934,28.13,38.87
