ID,State,State Code,Year,Year Code,Month,Month Code,Births,Average Age of Mother,Average LMP Gestational Age
2509,South Dakota,46,2017,2017,January,1,948,27.81,38.67
2510,South Dakota,46,2017,2017,February,2,923,28.26,38.57
2511,South Dakota,46,2017,2017,March,3,1016,27.81,38.61
2512,South Dakota,46,2017,2017,April,4,960,28.43,38.52
2513,South Dakota,46,2017,2017,May,5,1073,28.36,38.77
2514,South Dakota,46,2017,2017,June,6,1059,28.47,38.58
2515,South Dakota,46,2017,2017,July,7,1089,28.06,38.76
2516,South Dakota,46,2017,2017,August,8,1120,28.19,38.64
2517,South Dakota,46,2017,2017,September,9,1021,28.29,38.7
2518,South Dakota,46,2017,2017,October,10,1038,28.59,38.5
2519,South Dakota,46,2017,2017,November,11,945,28.48,38.64
2520,South Dakota,46,2017,2017,December,12,942,28.33,38.62
2521,Tennessee,47,2013,2013,January,1,6691,26.82,38.44
2522,Tennessee,47,2013,2013,February,2,5982,26.8,38.47
2523,Tennessee,47,2013,2013,March,3,6579,26.96,38.41
2524,Tennessee,47,2013,2013,April,4,6412,27.16,38.49
2525,Tennessee,47,2013,2013,May,5,6652,26.96,38.35
2526,Tennessee,47,2013,2013,June,6,6442,26.98,38.45
2527,Tennessee,47,2013,2013,July,7,7157,27,38.53
2528,Tennessee,47,2013,2013,August,8,7194,27.07,38.51
2529,Tennessee,47,2013,2013,September,9,6786,27.03,38.53
2530,Tennessee,47,2013,2013,October,10,6784,27.2,38.48
2531,Tennessee,47,2013,2013,November,11,6455,27.03,38.42
2532,Tennessee,47,2013,2013,December,12,6858,27.03,38.48
2533,Tennessee,47,2014,2014,January,1,6649,26.95,38.53
2534,Tennessee,47,2014,2014,February,2,6292,26.99,38.45
2535,Tennessee,47,2014,2014,March,3,6527,27.14,38.51
2536,Tennessee,47,2014,2014,April,4,6504,27.23,38.45
2537,Tennessee,47,2014,2014,May,5,6644,27.36,38.41
2538,Tennessee,47,2014,2014,June,6,6606,27.2,38.38
2539,Tennessee,47,2014,2014,July,7,7330,27.29,38.49
2540,Tennessee,47,2014,2014,August,8,7226,27.12,38.53
2541,Tennessee,47,2014,2014,September,9,7180,27.16,38.57
2542,Tennessee,47,2014,2014,October,10,7052,27.32,38.46
2543,Tennessee,47,2014,2014,November,11,6500,27.29,38.4
2544,Tennessee,47,2014,2014,December,12,7092,27.2,38.44
2545,Tennessee,47,2015,2015,January,1,6751,27.17,38.51
2546,Tennessee,47,2015,2015,February,2,6188,27.27,38.51
2547,Tennessee,47,2015,2015,March,3,6770,27.4,38.46
2548,Tennessee,47,2015,2015,April,4,6509,27.28,38.57
2549,Tennessee,47,2015,2015,May,5,6559,27.32,38.44
2550,Tennessee,47,2015,2015,June,6,6729,27.26,38.39
2551,Tennessee,47,2015,2015,July,7,7293,27.46,38.43
2552,Tennessee,47,2015,2015,August,8,7129,27.44,38.48
2553,Tennessee,47,2015,2015,September,9,7231,27.34,38.5
2554,Tennessee,47,2015,2015,October,10,6865,27.28,38.38
2555,Tennessee,47,2015,2015,November,11,6713,27.45,38.42
2556,Tennessee,47,2015,2015,December,12,6948,27.37,38.49
2557,Tennessee,47,2016,2016,January,1,6485,27.39,38.33
2558,Tennessee,47,2016,2016,February,2,6267,27.36,38.43
2559,Tennessee,47,2016,2016,March,3,6651,27.57,38.38
2560,Tennessee,47,2016,2016,April,4,6401,27.57,38.34
2561,Tennessee,47,2016,2016,May,5,6613,27.68,38.35
2562,Tennessee,47,2016,2016,June,6,6892,27.6,38.46
2563,Tennessee,47,2016,2016,July,7,6989,27.7,38.36
2564,Tennessee,47,2016,2016,August,8,7306,27.66,38.45
2565,Tennessee,47,2016,2016,September,9,7048,27.6,38.46
2566,Tennessee,47,2016,2016,October,10,6879,27.64,38.46
2567,Tennessee,47,2016,2016,November,11,6578,27.51,38.42
2568,Tennessee,47,2016,2016,December,12,6698,27.62,38.37
2569,Tennessee,47,2017,2017,January,1,6650,27.45,38.49
2570,Tennessee,47,2017,2017,February,2,6204,27.47,38.46
2571,Tennessee,47,2017,2017,March,3,6610,27.62,38.39
2572,Tennessee,47,2017,2017,April,4,6057,27.76,38.36
2573,Tennessee,47,2017,2017,May,5,6623,27.76,38.42
2574,Tennessee,47,2017,2017,June,6,6661,27.79,38.35
2575,Tennessee,47,2017,2017,July,7,7059,27.6,38.48
2576,Tennessee,47,2017,2017,August,8,7563,27.58,38.48
2577,Tennessee,47,2017,2017,September,9,7123,27.75,38.44
2578,Tennessee,47,2017,2017,October,10,7111,27.76,38.46
2579,Tennessee,47,2017,2017,November,11,6695,27.7,38.44
2580,Tennessee,47,2017,2017,December,12,6660,27.68,38.45
2581,Texas,48,2013,2013,January,1,32060,27.16,38.5
2582,Texas,48,2013,2013,February,2,28402,27.3,38.53
2583,Texas,48,2013,2013,March,3,30285,27.3,38.46
2584,Texas,48,2013,2013,April,4,30280,27.44,38.52
2585,Texas,48,2013,2013,May,5,31560,27.49,38.46
2586,Texas,48,2013,2013,June,6,30471,27.4,38.38
2587,Texas,48,2013,2013,July,7,34421,27.4,38.45
2588,Texas,48,2013,2013,August,8,35014,27.28,38.46
2589,Texas,48,2013,2013,September,9,33860,27.39,38.52
2590,Texas,48,2013,2013,October,10,34238,27.4,38.44
2591,Texas,48,2013,2013,November,11,32145,27.43,38.45
2592,Texas,48,2013,2013,December,12,34604,27.38,38.52
2593,Texas,48,2014,2014,January,1,33190,27.39,38.48
2594,Texas,48,2014,2014,February,2,29746,27.46,38.49
2595,Texas,48,2014,2014,March,3,31658,27.55,38.49
2596,Texas,48,2014,2014,April,4,31069,27.53,38.52
2597,Texas,48,2014,2014,May,5,32297,27.7,38.41
2598,Texas,48,2014,2014,June,6,32104,27.63,38.39
2599,Texas,48,2014,2014,July,7,35537,27.56,38.44
2600,Texas,48,2014,2014,August,8,35276,27.6,38.45
2601,Texas,48,2014,2014,September,9,35398,27.54,38.52
2602,Texas,48,2014,2014,October,10,35290,27.66,38.48
2603,Texas,48,2014,2014,November,11,32765,27.61,38.45
2604,Texas,48,2014,2014,December,12,35436,27.56,38.49
2605,Texas,48,2015,2015,January,1,33389,27.56,38.47
2606,Texas,48,2015,2015,February,2,29886,27.61,38.48
2607,Texas,48,2015,2015,March,3,32769,27.69,38.44
2608,Texas,48,2015,2015,April,4,31749,27.8,38.49
2609,Texas,48,2015,2015,May,5,31799,27.8,38.42
2610,Texas,48,2015,2015,June,6,33001,27.78,38.42
2611,Texas,48,2015,2015,July,7,35673,27.75,38.45
2612,Texas,48,2015,2015,August,8,35685,27.7,38.49
2613,Texas,48,2015,2015,September,9,35962,27.72,38.54
2614,Texas,48,2015,2015,October,10,35496,27.89,38.48
2615,Texas,48,2015,2015,November,11,33252,27.84,38.46
2616,Texas,48,2015,2015,December,12,34957,27.85,38.52
2617,Texas,48,2016,2016,January,1,32147,27.78,38.48
2618,Texas,48,2016,2016,February,2,30502,27.85,38.44
2619,Texas,48,2016,2016,March,3,32876,27.97,38.46
2620,Texas,48,2016,2016,April,4,30713,28,38.49
2621,Texas,48,2016,2016,May,5,32164,28.07,38.43
2622,Texas,48,2016,2016,June,6,33164,28.07,38.4
2623,Texas,48,2016,2016,July,7,34136,27.9,38.43
2624,Texas,48,2016,2016,August,8,36329,27.96,38.46
2625,Texas,48,2016,2016,September,9,35356,27.96,38.5
2626,Texas,48,2016,2016,October,10,33970,28.02,38.45
2627,Texas,48,2016,2016,November,11,33166,28,38.44
2628,Texas,48,2016,2016,December,12,33524,28,38.43
2629,Texas,48,2017,2017,January,1,31612,27.97,38.41
2630,Texas,48,2017,2017,February,2,28586,28.05,38.39
2631,Texas,48,2017,2017,March,3,31048,28.1,38.41
2632,Texas,48,2017,2017,April,4,28879,28.09,38.48
2633,Texas,48,2017,2017,May,5,31172,28.16,38.42
2634,Texas,48,2017,2017,June,6,31570,28.15,38.4
2635,Texas,48,2017,2017,July,7,32582,28.07,38.41
2636,Texas,48,2017,2017,August,8,35028,28.06,38.42
2637,Texas,48,2017,2017,September,9,34122,28.13,38.5
2638,Texas,48,2017,2017,October,10,33358,28.14,38.43
2639,Texas,48,2017,2017,November,11,32146,28.21,38.43
2640,Texas,48,2017,2017,December,12,31947,28.16,38.41
2641,Utah,49,2013,2013,January,1,3938,27.9,38.66
2642,Utah,49,2013,2013,February,2,3886,27.99,38.65
2643,Utah,49,2013,2013,March,3,4327,28.14,38.65
2644,Utah,49,2013,2013,April,4,4366,28.18,38.64
2645,Utah,49,2013,2013,May,5,4524,28.17,38.62
2646,Utah,49,2013,2013,June,6,4408,27.95,38.63
2647,Utah,49,2013,2013,July,7,4674,28.22,38.58
2648,Utah,49,2013,2013,August,8,4467,28.18,38.62
2649,Utah,49,2013,2013,September,9,4232,28.21,38.69
2650,Utah,49,2013,2013,October,10,4302,28.2,38.59
2651,Utah,49,2013,2013,November,11,3932,28.29,38.64
2652,Utah,49,2013,2013,December,12,3901,28.02,38.63
2653,Utah,49,2014,2014,January,1,3987,28.03,38.61
2654,Utah,49,2014,2014,February,2,3741,28.17,38.56
2655,Utah,49,2014,2014,March,3,4382,28.3,38.58
2656,Utah,49,2014,2014,April,4,4296,28.32,38.63
2657,Utah,49,2014,2014,May,5,4532,28.24,38.67
2658,Utah,49,2014,2014,June,6,4382,28.17,38.58
2659,Utah,49,2014,2014,July,7,4650,28.37,38.61
2660,Utah,49,2014,2014,August,8,4608,28.14,38.67
2661,Utah,49,2014,2014,September,9,4327,28.28,38.74
2662,Utah,49,2014,2014,October,10,4410,28.31,38.58
2663,Utah,49,2014,2014,November,11,3760,28.26,38.63
2664,Utah,49,2014,2014,December,12,4079,28.32,38.59
2665,Utah,49,2015,2015,January,1,3931,28.33,38.59
2666,Utah,49,2015,2015,February,2,3710,28.24,38.7
2667,Utah,49,2015,2015,March,3,4271,28.37,38.64
2668,Utah,49,2015,2015,April,4,4237,28.36,38.6
2669,Utah,49,2015,2015,May,5,4534,28.52,38.61
2670,Utah,49,2015,2015,June,6,4491,28.37,38.62
2671,Utah,49,2015,2015,July,7,4534,28.4,38.54
2672,Utah,49,2015,2015,August,8,4539,28.38,38.64
2673,Utah,49,2015,2015,September,9,4270,28.34,38.69
2674,Utah,49,2015,2015,October,10,4277,28.4,38.6
2675,Utah,49,2015,2015,November,11,3996,28.35,38.55
2676,Utah,49,2015,2015,December,12,3988,28.5,38.57
2677,Utah,49,2016,2016,January,1,3809,28.45,38.56
2678,Utah,49,2016,2016,February,2,3842,28.48,38.61
2679,Utah,49,2016,2016,March,3,4401,28.48,38.53
2680,Utah,49,2016,2016,April,4,4306,28.63,38.64
2681,Utah,49,2016,2016,May,5,4438,28.5,38.61
2682,Utah,49,2016,2016,June,6,4446,28.54,38.57
2683,Utah,49,2016,2016,July,7,4412,28.54,38.59
2684,Utah,49,2016,2016,August,8,4695,28.54,38.63
2685,Utah,49,2016,2016,September,9,4320,28.34,38.61
2686,Utah,49,2016,2016,October,10,4135,28.63,38.59
2687,Utah,49,2016,2016,November,11,3822,28.66,38.67
2688,Utah,49,2016,2016,December,12,3838,28.55,38.51
2689,Utah,49,2017,2017,January,1,3753,28.39,38.6
2690,Utah,49,2017,2017,February,2,3617,28.64,38.57
2691,Utah,49,2017,2017,March,3,4162,28.41,38.62
2692,Utah,49,2017,2017,April,4,4010,28.4,38.6
2693,Utah,49,2017,2017,May,5,4363,28.62,38.59
2694,Utah,49,2017,2017,June,6,4367,28.66,38.6
2695,Utah,49,2017,2017,July,7,4307,28.57,38.6
2696,Utah,49,2017,2017,August,8,4416,28.63,38.54
2697,Utah,49,2017,2017,September,9,4094,28.52,38.6
2698,Utah,49,2017,2017,October,10,3946,28.53,38.67
2699,Utah,49,2017,2017,November,11,3835,28.53,38.6
2700,Utah,49,2017,2017,December,12,3715,28.45,38.58
2701,Vermont,50,2013,2013,January,1,453,28.44,39.23
2702,Vermont,50,2013,2013,February,2,438,28.79,39.38
2703,Vermont,50,2013,2013,March,3,516,28.35,39.16
2704,Vermont,50,2013,2013,April,4,440,28.73,39.05
2705,Vermont,50,2013,2013,May,5,548,28.95,39.22
2706,Vermont,50,2013,2013,June,6,519,29.01,39.26
2707,Vermont,50,2013,2013,July,7,551,28.27,39.12
2708,Vermont,50,2013,2013,August,8,536,28.6,39.35
2709,Vermont,50,2013,2013,September,9,525,28.87,39.21
2710,Vermont,50,2013,2013,October,10,486,29.07,39.18
2711,Vermont,50,2013,2013,November,11,482,29.27,38.92
2712,Vermont,50,2013,2013,December,12,481,28.73,39.26
2713,Vermont,50,2014,2014,January,1,474,28.73,38.76
2714,Vermont,50,2014,2014,February,2,463,29.03,39.14
2715,Vermont,50,2014,2014,March,3,534,28.83,39.18
2716,Vermont,50,2014,2014,April,4,517,29.01,39.06
2717,Vermont,50,2014,2014,May,5,546,29,39.28
2718,Vermont,50,2014,2014,June,6,521,28.38,39.05
2719,Vermont,50,2014,2014,July,7,561,28.98,39.07
2720,Vermont,50,2014,2014,August,8,565,28.68,39.18
2721,Vermont,50,2014,2014,September,9,486,28.86,39.2
2722,Vermont,50,2014,2014,October,10,540,29.08,38.91
2723,Vermont,50,2014,2014,November,11,455,29,38.87
2724,Vermont,50,2014,2014,December,12,468,29.06,39.06
2725,Vermont,50,2015,2015,January,1,476,28.85,39.05
2726,Vermont,50,2015,2015,February,2,440,29.11,39.18
2727,Vermont,50,2015,2015,March,3,507,29.23,39.09
2728,Vermont,50,2015,2015,April,4,494,29.21,39.01
2729,Vermont,50,2015,2015,May,5,483,28.95,39.21
2730,Vermont,50,2015,2015,June,6,501,29.29,39
2731,Vermont,50,2015,2015,July,7,514,29.31,39.29
2732,Vermont,50,2015,2015,August,8,528,28.96,39.27
2733,Vermont,50,2015,2015,September,9,561,29.17,39.3
2734,Vermont,50,2015,2015,October,10,442,29.15,39.07
2735,Vermont,50,2015,2015,November,11,450,29.24,38.95
2736,Vermont,50,2015,2015,December,12,507,29.06,39.15
2737,Vermont,50,2016,2016,January,1,416,28.7,39.06
2738,Vermont,50,2016,2016,February,2,454,29.16,38.94
2739,Vermont,50,2016,2016,March,3,474,29.41,39.01
2740,Vermont,50,2016,2016,April,4,477,29.27,38.98
2741,Vermont,50,2016,2016,May,5,503,29.41,39.15
2742,Vermont,50,2016,2016,June,6,524,29.65,38.99
2743,Vermont,50,2016,2016,July,7,541,29.32,39.1
2744,Vermont,50,2016,2016,August,8,548,29.54,39.12
2745,Vermont,50,2016,2016,September,9,486,29.5,39.07
2746,Vermont,50,2016,2016,October,10,462,29.1,39.21
2747,Vermont,50,2016,2016,November,11,420,29.54,38.89
2748,Vermont,50,2016,2016,December,12,451,29.62,39.15
2749,Vermont,50,2017,2017,January,1,501,29,38.96
2750,Vermont,50,2017,2017,February,2,379,29.79,39.12
2751,Vermont,50,2017,2017,March,3,448,29.21,39.13
2752,Vermont,50,2017,2017,April,4,487,29.46,39.21
2753,Vermont,50,2017,2017,May,5,479,29.39,39.01
2754,Vermont,50,2017,2017,June,6,551,29.88,39.02
2755,Vermont,50,2017,2017,July,7,481,29.59,39.16
2756,Vermont,50,2017,2017,August,8,514,29.74,38.96
2757,Vermont,50,2017,2017,September,9,468,29.73,39.15
2758,Vermont,50,2017,2017,October,10,490,29.3,39.16
2759,Vermont,50,2017,2017,November,11,457,29.75,39.04
2760,Vermont,50,2017,2017,December,12,400,29.45,38.93
2761,Virginia,51,2013,2013,January,1,8160,28.59,38.77
2762,Virginia,51,2013,2013,February,2,7678,28.78,38.79
2763,Virginia,51,2013,2013,March,3,8566,28.78,38.73
2764,Virginia,51,2013,2013,April,4,8128,28.74,38.84
2765,Virginia,51,2013,2013,May,5,8586,28.84,38.76
2766,Virginia,51,2013,2013,June,6,8448,28.75,38.76
2767,Virginia,51,2013,2013,July,7,9004,28.87,38.83
2768,Virginia,51,2013,2013,August,8,9156,28.69,38.77
2769,Virginia,51,2013,2013,September,9,8844,28.79,38.84
2770,Virginia,51,2013,2013,October,10,8624,28.82,38.88
2771,Virginia,51,2013,2013,November,11,8302,28.81,38.76
2772,Virginia,51,2013,2013,December,12,8651,28.81,38.73
2773,Virginia,51,2014,2014,January,1,8474,28.84,38.77
2774,Virginia,51,2014,2014,February,2,7765,29,38.8
2775,Virginia,51,2014,2014,March,3,8370,29.06,38.73
2776,Virginia,51,2014,2014,April,4,8246,29.11,38.76
2777,Virginia,51,2014,2014,May,5,8606,28.98,38.75
2778,Virginia,51,2014,2014,June,6,8517,29.02,38.68
2779,Virginia,51,2014,2014,July,7,9139,28.94,38.82
2780,Virginia,51,2014,2014,August,8,9231,28.95,38.86
2781,Virginia,51,2014,2014,September,9,9175,28.96,38.85
2782,Virginia,51,2014,2014,October,10,8970,29.09,38.85
2783,Virginia,51,2014,2014,November,11,8112,28.97,38.78
2784,Virginia,51,2014,2014,December,12,8695,28.96,38.77
2785,Virginia,51,2015,2015,January,1,8405,28.89,38.73
2786,Virginia,51,2015,2015,February,2,7712,28.95,38.77
2787,Virginia,51,2015,2015,March,3,8529,29.07,38.75
2788,Virginia,51,2015,2015,April,4,8208,29.16,38.78
2789,Virginia,51,2015,2015,May,5,8531,29.2,38.74
2790,Virginia,51,2015,2015,June,6,8513,29.22,38.76
2791,Virginia,51,2015,2015,July,7,9318,29.14,38.74
2792,Virginia,51,2015,2015,August,8,9180,29.12,38.78
2793,Virginia,51,2015,2015,September,9,9032,29.06,38.81
2794,Virginia,51,2015,2015,October,10,8796,29.22,38.66
2795,Virginia,51,2015,2015,November,11,8272,29.11,38.73
2796,Virginia,51,2015,2015,December,12,8807,29.08,38.79
2797,Virginia,51,2016,2016,January,1,8218,29.22,38.71
2798,Virginia,51,2016,2016,February,2,8057,29.11,38.68
2799,Virginia,51,2016,2016,March,3,8680,29.25,38.72
2800,Virginia,51,2016,2016,April,4,8271,29.2,38.77
2801,Virginia,51,2016,2016,May,5,8773,29.46,38.77
2802,Virginia,51,2016,2016,June,6,8638,29.47,38.72
2803,Virginia,51,2016,2016,July,7,8862,29.28,38.76
2804,Virginia,51,2016,2016,August,8,9372,29.27,38.78
2805,Virginia,51,2016,2016,September,9,8870,29.22,38.75
2806,Virginia,51,2016,2016,October,10,8320,29.41,38.76
2807,Virginia,51,2016,2016,November,11,8045,29.32,38.76
2808,Virginia,51,2016,2016,December,12,8354,29.25,38.71
2809,Virginia,51,2017,2017,January,1,8119,29.19,38.7
2810,Virginia,51,2017,2017,February,2,7214,29.21,38.71
2811,Virginia,51,2017,2017,March,3,8377,29.28,38.66
2812,Virginia,51,2017,2017,April,4,7674,29.36,38.74
2813,Virginia,51,2017,2017,May,5,8441,29.49,38.67
2814,Virginia,51,2017,2017,June,6,8521,29.44,38.65
2815,Virginia,51,2017,2017,July,7,8653,29.38,38.66
2816,Virginia,51,2017,2017,August,8,9232,29.34,38.74
2817,Virginia,51,2017,2017,September,9,8994,29.35,38.69
2818,Virginia,51,2017,2017,October,10,8723,29.46,38.76
2819,Virginia,51,2017,2017,November,11,8286,29.4,38.69
2820,Virginia,51,2017,2017,December,12,8157,29.4,38.7
2821,Washington,53,2013,2013,January,1,6954,28.62,38.93
2822,Washington,53,2013,2013,February,2,6459,28.7,38.9
2823,Washington,53,2013,2013,March,3,7202,28.71,38.86
2824,Washington,53,2013,2013,April,4,7053,28.75,38.94
2825,Washington,53,2013,2013,May,5,7518,28.74,38.91
2826,Washington,53,2013,2013,June,6,7339,28.63,38.87
2827,Washington,53,2013,2013,July,7,7689,28.93,38.92
2828,Washington,53,2013,2013,August,8,7741,28.77,38.95
2829,Washington,53,2013,2013,September,9,7188,28.73,38.95
2830,Washington,53,2013,2013,October,10,7447,28.91,38.9
2831,Washington,53,2013,2013,November,11,6739,28.71,38.91
2832,Washington,53,2013,2013,December,12,7248,28.87,38.81
2833,Washington,53,2014,2014,January,1,7129,28.87,38.82
2834,Washington,53,2014,2014,February,2,6749,28.83,38.87
2835,Washington,53,2014,2014,March,3,7197,28.8,38.89
2836,Washington,53,2014,2014,April,4,7089,28.93,38.88
2837,Washington,53,2014,2014,May,5,7666,29.03,38.97
2838,Washington,53,2014,2014,June,6,7487,28.97,38.9
2839,Washington,53,2014,2014,July,7,7904,28.9,38.94
2840,Washington,53,2014,2014,August,8,7976,28.86,38.97
2841,Washington,53,2014,2014,September,9,7563,28.93,39.01
2842,Washington,53,2014,2014,October,10,7571,28.97,38.99
2843,Washington,53,2014,2014,November,11,6923,28.92,38.86
2844,Washington,53,2014,2014,December,12,7331,29.01,38.91
2845,Washington,53,2015,2015,January,1,7151,29.02,38.89
2846,Washington,53,2015,2015,February,2,6443,28.98,38.93
2847,Washington,53,2015,2015,March,3,7397,29.09,38.87
2848,Washington,53,2015,2015,April,4,7259,29.12,38.92
2849,Washington,53,2015,2015,May,5,7610,29.17,38.9
2850,Washington,53,2015,2015,June,6,7630,29.24,38.87
2851,Washington,53,2015,2015,July,7,8044,29.19,38.9
2852,Washington,53,2015,2015,August,8,7766,29.09,38.93
2853,Washington,53,2015,2015,September,9,7790,29.21,38.97
2854,Washington,53,2015,2015,October,10,7585,29.18,38.96
2855,Washington,53,2015,2015,November,11,7004,29.27,38.93
2856,Washington,53,2015,2015,December,12,7311,29.17,38.93
2857,Washington,53,2016,2016,January,1,7265,29.23,38.9
2858,Washington,53,2016,2016,February,2,6912,29.19,38.95
2859,Washington,53,2016,2016,March,3,7643,29.32,38.92
2860,Washington,53,2016,2016,April,4,7317,29.28,38.96
2861,Washington,53,2016,2016,May,5,7815,29.28,38.92
2862,Washington,53,2016,2016,June,6,7975,29.31,38.89
2863,Washington,53,2016,2016,July,7,8068,29.32,38.95
2864,Washington,53,2016,2016,August,8,8060,29.33,38.94
2865,Washington,53,2016,2016,September,9,7791,29.2,39.02
2866,Washington,53,2016,2016,October,10,7501,29.43,38.93
2867,Washington,53,2016,2016,November,11,7012,29.28,38.88
2868,Washington,53,2016,2016,December,12,7146,29.49,38.88
2869,Washington,53,2017,2017,January,1,7078,29.38,38.91
2870,Washington,53,2017,2017,February,2,6613,29.45,38.88
2871,Washington,53,2017,2017,March,3,7301,29.29,38.88
2872,Washington,53,2017,2017,April,4,7187,29.46,38.91
2873,Washington,53,2017,2017,May,5,7674,29.51,38.85
2874,Washington,53,2017,2017,June,6,7495,29.54,38.9
2875,Washington,53,2017,2017,July,7,7695,29.49,38.89
2876,Washington,53,2017,2017,August,8,7807,29.46,38.91
2877,Washington,53,2017,2017,September,9,7471,29.5,38.95
2878,Washington,53,2017,2017,October,10,7233,29.59,38.88
2879,Washington,53,2017,2017,November,11,7095,29.7,38.9
2880,Washington,53,2017,2017,December,12,6913,29.57,38.84
2881,West Virginia,54,2013,2013,January,1,1751,26.23,38.56
2882,West Virginia,54,2013,2013,February,2,1560,26.1,38.54
2883,West Virginia,54,2013,2013,March,3,1783,26.28,38.61
2884,West Virginia,54,2013,2013,April,4,1641,26.44,38.61
2885,West Virginia,54,2013,2013,May,5,1737,26.23,38.56
2886,West Virginia,54,2013,2013,June,6,1682,26.28,38.5
2887,West Virginia,54,2013,2013,July,7,1886,26.26,38.61
2888,West Virginia,54,2013,2013,August,8,1863,26.42,38.54
2889,West Virginia,54,2013,2013,September,9,1775,26.43,38.67
2890,West Virginia,54,2013,2013,October,10,1783,26.31,38.61
2891,West Virginia,54,2013,2013,November,11,1618,26.67,38.46
2892,West Virginia,54,2013,2013,December,12,1746,26.33,38.5
2893,West Virginia,54,2014,2014,January,1,1718,26.32,38.51
2894,West Virginia,54,2014,2014,February,2,1548,26.47,38.45
2895,West Virginia,54,2014,2014,March,3,1696,26.51,38.63
2896,West Virginia,54,2014,2014,April,4,1625,26.7,38.53
2897,West Virginia,54,2014,2014,May,5,1715,26.46,38.66
2898,West Virginia,54,2014,2014,June,6,1623,26.64,38.63
2899,West Virginia,54,2014,2014,July,7,1802,26.52,38.58
2900,West Virginia,54,2014,2014,August,8,1834,26.77,38.6
2901,West Virginia,54,2014,2014,September,9,1788,26.69,38.65
2902,West Virginia,54,2014,2014,October,10,1724,26.73,38.54
2903,West Virginia,54,2014,2014,November,11,1491,26.19,38.52
2904,West Virginia,54,2014,2014,December,12,1737,26.59,38.6
2905,West Virginia,54,2015,2015,January,1,1594,26.84,38.76
2906,West Virginia,54,2015,2015,February,2,1464,26.48,38.63
2907,West Virginia,54,2015,2015,March,3,1662,26.83,38.46
2908,West Virginia,54,2015,2015,April,4,1701,26.72,38.57
2909,West Virginia,54,2015,2015,May,5,1625,26.62,38.53
2910,West Virginia,54,2015,2015,June,6,1672,26.99,38.44
2911,West Virginia,54,2015,2015,July,7,1728,26.59,38.54
2912,West Virginia,54,2015,2015,August,8,1739,26.7,38.33
2913,West Virginia,54,2015,2015,September,9,1771,26.69,38.57
2914,West Virginia,54,2015,2015,October,10,1633,26.79,38.45
2915,West Virginia,54,2015,2015,November,11,1556,26.92,38.51
2916,West Virginia,54,2015,2015,December,12,1660,26.81,38.66
2917,West Virginia,54,2016,2016,January,1,1560,26.83,38.59
2918,West Virginia,54,2016,2016,February,2,1470,26.52,38.45
2919,West Virginia,54,2016,2016,March,3,1605,26.87,38.4
2920,West Virginia,54,2016,2016,April,4,1490,26.96,38.47
2921,West Virginia,54,2016,2016,May,5,1586,26.74,38.52
2922,West Virginia,54,2016,2016,June,6,1543,27.06,38.42
2923,West Virginia,54,2016,2016,July,7,1715,26.88,38.49
2924,West Virginia,54,2016,2016,August,8,1747,27.09,38.5
2925,West Virginia,54,2016,2016,September,9,1684,26.96,38.66
2926,West Virginia,54,2016,2016,October,10,1552,27.11,38.57
2927,West Virginia,54,2016,2016,November,11,1552,26.99,38.53
2928,West Virginia,54,2016,2016,December,12,1575,26.74,38.33
2929,West Virginia,54,2017,2017,January,1,1533,27,38.41
2930,West Virginia,54,2017,2017,February,2,1489,26.69,38.43
2931,West Virginia,54,2017,2017,March,3,1552,27.08,38.27
2932,West Virginia,54,2017,2017,April,4,1396,26.82,38.56
2933,West Virginia,54,2017,2017,May,5,1575,27.22,38.42
2934,West Virginia,54,2017,2017,June,6,1582,27.07,38.56
2935,West Virginia,54,2017,2017,July,7,1655,27.02,38.34
2936,West Virginia,54,2017,2017,August,8,1738,26.76,38.54
2937,West Virginia,54,2017,2017,September,9,1638,27.11,38.52
2938,West Virginia,54,2017,2017,October,10,1495,27.32,38.56
2939,West Virginia,54,2017,2017,November,11,1512,27.09,38.47
2940,West Virginia,54,2017,2017,December,12,1510,27.11,38.51
2941,Wisconsin,55,2013,2013,January,1,5393,28.11,38.71
2942,Wisconsin,55,2013,2013,February,2,4893,28.29,38.73
2943,Wisconsin,55,2013,2013,March,3,5476,28.25,38.76
2944,Wisconsin,55,2013,2013,April,4,5301,28.44,38.76
2945,Wisconsin,55,2013,2013,May,5,5913,28.43,38.75
2946,Wisconsin,55,2013,2013,June,6,5642,28.39,38.76
2947,Wisconsin,55,2013,2013,July,7,6134,28.28,38.82
2948,Wisconsin,55,2013,2013,August,8,5951,28.4,38.81
2949,Wisconsin,55,2013,2013,September,9,5562,28.31,38.81
2950,Wisconsin,55,2013,2013,October,10,5673,28.49,38.77
2951,Wisconsin,55,2013,2013,November,11,5282,28.36,38.79
2952,Wisconsin,55,2013,2013,December,12,5429,28.26,38.79
2953,Wisconsin,55,2014,2014,January,1,5371,28.3,38.67
2954,Wisconsin,55,2014,2014,February,2,5002,28.34,38.73
2955,Wisconsin,55,2014,2014,March,3,5505,28.45,38.76
2956,Wisconsin,55,2014,2014,April,4,5638,28.6,38.76
2957,Wisconsin,55,2014,2014,May,5,5911,28.47,38.82
2958,Wisconsin,55,2014,2014,June,6,5632,28.58,38.8
2959,Wisconsin,55,2014,2014,July,7,6023,28.52,38.8
2960,Wisconsin,55,2014,2014,August,8,6059,28.39,38.84
